job title,languages,age,location,salary,salary_category,genders
Information Security,Java,48,Eastern Samar,101017,Executive,Nonbinary
Cloud Engineering,C++,37,Misamis Occidental,103324,Executive,Male
Software Development,JavaScript,29,Masbate,101540,Executive,Male
Network Engineering,PHP,37,Surigao del Sur,31153,Junior,Male
Cloud Engineering,SQL,43,Cotabato,59327,Mid Level,Nonbinary
IT Analysis,JavaScript,37,Bulacan,43644,Mid Level,Female
Computer Support,HTML/CSS,30,La Union,23193,Junior,Male
Web Development,R,30,Benguet,39701,Junior,Nonbinary
Computer Support,R,30,Laguna,34105,Junior,Male
Database Administration,JavaScript,46,Siquijor,56162,Mid Level,Male
IT Sales Executive,JavaScript,29,Masbate,62694,Mid Level,Nonbinary
Computer Support,JavaScript,30,Quirino,19699,Entry Level,Male
Computer Support,C++,30,Zambales,29130,Junior,Female
Information Security,JavaScript,61,Misamis Occidental,115596,Executive,Female
IT Sales Executive,JavaScript,30,Guimaras,38153,Junior,Male
Web Development,JavaScript,30,Apayao,49527,Mid Level,Female
Information Security,Java,54,Leyte,124914,Executive,Male
Computer Support,JavaScript,30,Isabela,20676,Junior,Female
Computer Support,C++,30,Nueva Ecija,41365,Mid Level,Nonbinary
Web Designer,Ruby,20,Leyte,24894,Junior,Male
Web Designer,Java,21,Quirino,38490,Junior,Male
Computer Support,JavaScript,30,Lanao del Sur,31677,Junior,Male
IT Sales Executive,SQL,30,Pampanga,66047,Mid Level,Female
Network Engineering,HTML/CSS,42,Agusan del Sur,75136,Senior,Male
Cloud Engineering,Ruby,43,Sultan Kudarat,82484,Senior,Nonbinary
Information Security,Python,60,Leyte,106482,Executive,Male
Information Security,SQL,51,Iloilo,132497,Executive,Male
Information Security,Python,59,Capiz,88488,Senior,Male
Network Engineering,Ruby,39,Eastern Samar,31081,Junior,Female
Computer Support,HTML/CSS,30,Capiz,22240,Junior,Female
Computer Support,JavaScript,30,Cavite,24853,Junior,Male
Web Development,Java,30,Cagayan,36216,Junior,Male
Software Development,R,33,Eastern Samar,36928,Junior,Male
IT Analysis,Java,38,Bulacan,52736,Mid Level,Female
Software Development,C++,34,Negros Oriental,79334,Senior,Female
Web Designer,JavaScript,20,Surigao del Norte,34628,Junior,Male
Computer Support,Python,30,Oriental Mindoro,39956,Junior,Female
Software Development,Java,30,Surigao del Sur,62724,Mid Level,Male
Technology Sales,Python,30,Negros Oriental,28364,Junior,Male
Cloud Engineering,JavaScript,39,Surigao del Sur,90434,Senior,Female
IT Analysis,JavaScript,35,Surigao del Norte,54210,Mid Level,Male
Software Development,Ruby,29,Surigao del Norte,65301,Mid Level,Male
Cloud Engineering,PHP,39,Abra,85525,Senior,Male
IT Sales Executive,Python,33,Southern Leyte,30428,Junior,Male
Software Development,JavaScript,25,Batanes,53959,Mid Level,Male
Information Security,JavaScript,59,Northern Samar,72903,Senior,Female
Network Engineering,JavaScript,39,Masbate,79111,Senior,Male
Cloud Engineering,JavaScript,41,Palawan,92112,Senior,Female
Network Engineering,HTML/CSS,40,Quezon,64284,Mid Level,Male
Computer Support,JavaScript,30,Antique,31845,Junior,Male
IT Sales Executive,JavaScript,30,Abra,57182,Mid Level,Female
Software Development,JavaScript,31,Dinagat Islands,74565,Senior,Male
Software Development,Java,30,Mountain Province,78557,Senior,Male
IT Analysis,Java,39,Nueva Vizcaya,59958,Mid Level,Male
Network Engineering,Swift,44,Cagayan,76342,Senior,Male
Technology Sales,JavaScript,30,Negros Occidental,27439,Junior,Male
Network Engineering,Python,39,Surigao del Norte,38710,Junior,Female
Computer Support,JavaScript,30,Ilocos Norte,28447,Junior,Female
Network Engineering,JavaScript,43,Camarines Norte,65533,Mid Level,Male
Web Designer,C++,23,Palawan,26582,Junior,Female
Computer Support,Swift,30,Zamboanga Sibugay,21331,Junior,Female
Web Designer,Java,23,Davao Oriental,51182,Mid Level,Male
Technology Sales,Java,30,Misamis Oriental,24763,Junior,Nonbinary
Helpdesk Manager,JavaScript,56,Nueva Vizcaya,56455,Mid Level,Male
Software Development,SQL,34,Camarines Sur,50017,Mid Level,Nonbinary
Database Administration,JavaScript,64,Batanes,79795,Senior,Nonbinary
Software Development,Python,28,Capiz,73371,Senior,Male
Helpdesk Manager,HTML/CSS,57,Pangasinan,75432,Senior,Male
Technology Sales,R,30,Biliran,26066,Junior,Male
Web Development,JavaScript,30,Batanes,29663,Junior,Nonbinary
Network Engineering,JavaScript,37,Surigao del Sur,61123,Mid Level,Male
Software Development,HTML/CSS,32,Cagayan,55263,Mid Level,Male
Software Development,HTML/CSS,31,Ilocos Norte,91135,Senior,Female
Software Development,JavaScript,29,Negros Oriental,69891,Mid Level,Nonbinary
Technology Sales,Swift,30,Davao del Sur,24165,Junior,Female
Software Development,JavaScript,34,Pampanga,32416,Junior,Female
Computer Support,C++,30,Guimaras,31485,Junior,Male
Database Administration,HTML/CSS,47,Zamboanga del Norte,50007,Mid Level,Male
Computer Support,SQL,30,Davao de Oro,23691,Junior,Female
Web Development,Java,30,Abra,39915,Junior,Male
Web Development,JavaScript,30,Samar,59231,Mid Level,Female
Technology Sales,SQL,30,Surigao del Sur,23735,Junior,Female
Software Development,Ruby,29,Leyte,92097,Senior,Male
Technology Sales,Java,30,Lanao del Norte,30258,Junior,Male
Technology Sales,Python,30,Oriental Mindoro,46543,Mid Level,Male
IT Analysis,HTML/CSS,37,Misamis Oriental,60957,Mid Level,Male
Technology Sales,Ruby,30,Davao del Norte,26813,Junior,Male
IT Analysis,JavaScript,44,Agusan del Norte,45880,Mid Level,Male
Computer Support,C++,30,Leyte,19744,Entry Level,Nonbinary
Network Engineering,JavaScript,39,Southern Leyte,40045,Mid Level,Male
Network Engineering,Ruby,35,Zamboanga Sibugay,38312,Junior,Male
Network Engineering,Java,40,Cotabato,61950,Mid Level,Male
Information Security,Ruby,64,Rizal,60564,Mid Level,Male
Technology Sales,Ruby,30,Catanduanes,23167,Junior,Male
Cloud Engineering,PHP,38,Zamboanga del Sur,90304,Senior,Male
Information Security,R,60,Ilocos Sur,94826,Senior,Male
Information Security,JavaScript,46,Sulu,90094,Senior,Nonbinary
Computer Support,C++,30,Samar,24920,Junior,Female
Web Development,JavaScript,30,Abra,47621,Mid Level,Female
Technology Sales,JavaScript,30,Samar,30142,Junior,Male
Technology Sales,C++,30,Surigao del Norte,21818,Junior,Male
Network Engineering,JavaScript,38,Davao Occidental,60476,Mid Level,Male
Database Administration,JavaScript,59,Lanao del Norte,54133,Mid Level,Male
Network Engineering,C++,36,La Union,86858,Senior,Female
Software Development,Python,25,Bulacan,86093,Senior,Female
Software Development,Java,34,Eastern Samar,38270,Junior,Male
Software Development,Java,27,Camarines Norte,74319,Senior,Female
IT Sales Executive,HTML/CSS,32,Zambales,65943,Mid Level,Male
Computer Support,Python,30,Sulu,24756,Junior,Nonbinary
IT Analysis,Swift,40,Quezon,38696,Junior,Male
Computer Support,Swift,30,Davao Occidental,31972,Junior,Nonbinary
Network Engineering,HTML/CSS,41,Mountain Province,61194,Mid Level,Nonbinary
Helpdesk Manager,Python,62,Southern Leyte,67236,Mid Level,Female
IT Analysis,SQL,40,Eastern Samar,45329,Mid Level,Male
IT Sales Executive,Swift,32,Batangas,50286,Mid Level,Male
Computer Support,Ruby,30,Romblon,25159,Junior,Female
IT Sales Executive,SQL,32,Cebu,28545,Junior,Male
Web Development,C++,30,Bulacan,37205,Junior,Male
Computer Support,PHP,30,Basilan,34600,Junior,Nonbinary
Information Security,R,64,Lanao del Sur,95571,Senior,Male
Web Development,Ruby,30,Cotabato,52601,Mid Level,Nonbinary
Web Development,Python,30,Camarines Norte,37653,Junior,Nonbinary
Web Development,JavaScript,30,Dinagat Islands,40352,Mid Level,Male
Software Development,JavaScript,30,Maguindanao del Norte,38544,Junior,Male
Database Administration,PHP,58,Batanes,40307,Mid Level,Male
Web Development,Python,30,Masbate,45912,Mid Level,Female
Network Engineering,SQL,39,Zamboanga Sibugay,70882,Senior,Female
Software Development,Swift,33,Camarines Sur,50350,Mid Level,Male
Web Development,Python,30,Palawan,58881,Mid Level,Nonbinary
Technology Sales,Python,30,Zamboanga Sibugay,26584,Junior,Male
Computer Support,Python,30,Abra,34280,Junior,Male
IT Analysis,Java,42,Ilocos Norte,55341,Mid Level,Nonbinary
Software Development,PHP,26,Cebu,44854,Mid Level,Female
IT Analysis,C++,41,Cavite,53956,Mid Level,Male
Database Administration,Python,60,Sarangani,58577,Mid Level,Male
Software Development,SQL,31,Guimaras,49622,Mid Level,Female
Computer Support,Java,30,Zamboanga del Sur,22945,Junior,Female
Database Administration,Swift,58,Tarlac,50979,Mid Level,Male
Web Development,Ruby,30,Nueva Ecija,34090,Junior,Male
Web Designer,Python,23,Zamboanga Sibugay,31897,Junior,Male
Information Security,Python,56,Cebu,111827,Executive,Male
Software Development,R,25,Masbate,87897,Senior,Nonbinary
Database Administration,JavaScript,45,Lanao del Sur,81325,Senior,Male
Computer Support,Python,30,Zamboanga del Norte,33755,Junior,Female
Network Engineering,JavaScript,38,Bukidnon,44856,Mid Level,Male
IT Sales Executive,JavaScript,29,Oriental Mindoro,52604,Mid Level,Female
Network Engineering,Java,38,Camarines Norte,47532,Mid Level,Female
Software Development,Ruby,31,Cotabato,77477,Senior,Male
Helpdesk Manager,Swift,60,Guimaras,71660,Senior,Female
IT Analysis,HTML/CSS,37,Tarlac,41165,Mid Level,Male
IT Analysis,Python,41,Eastern Samar,45442,Mid Level,Male
Network Engineering,HTML/CSS,42,Southern Leyte,85803,Senior,Female
Technology Sales,JavaScript,30,Cavite,32222,Junior,Male
Cloud Engineering,Ruby,40,Oriental Mindoro,79042,Senior,Male
IT Sales Executive,JavaScript,30,Zamboanga del Norte,44236,Mid Level,Female
Web Development,Java,30,Zamboanga Sibugay,34552,Junior,Male
IT Analysis,JavaScript,42,Sarangani,67903,Mid Level,Male
Software Development,JavaScript,32,Ilocos Sur,51926,Mid Level,Nonbinary
Web Development,Java,30,Pampanga,39539,Junior,Male
Cloud Engineering,R,41,Camarines Sur,90507,Senior,Female
Technology Sales,HTML/CSS,30,Sorsogon,40839,Mid Level,Female
Network Engineering,HTML/CSS,40,Agusan del Norte,84923,Senior,Male
Computer Support,Swift,30,Bukidnon,28350,Junior,Male
Network Engineering,Java,40,Camiguin,51451,Mid Level,Male
Information Security,Java,54,Cavite,104000,Executive,Male
Network Engineering,Python,40,Palawan,34154,Junior,Male
IT Analysis,Swift,42,Benguet,55333,Mid Level,Male
Software Development,SQL,25,Misamis Oriental,72705,Senior,Male
Cloud Engineering,SQL,39,Davao Occidental,71015,Senior,Female
IT Analysis,Python,37,Guimaras,52273,Mid Level,Male
Computer Support,SQL,30,Palawan,20720,Junior,Male
Computer Support,Java,30,Leyte,24534,Junior,Nonbinary
Network Engineering,Java,42,Agusan del Norte,75836,Senior,Female
Network Engineering,JavaScript,40,Camarines Sur,46976,Mid Level,Female
Database Administration,R,62,Isabela,79989,Senior,Female
IT Analysis,JavaScript,41,Romblon,62776,Mid Level,Male
Technology Sales,Swift,30,Northern Samar,30425,Junior,Male
Network Engineering,HTML/CSS,41,Maguindanao del Sur,67740,Mid Level,Male
Information Security,C++,57,Mountain Province,81317,Senior,Male
Web Designer,Python,22,Albay,37115,Junior,Male
Computer Support,JavaScript,30,Masbate,28253,Junior,Female
Software Development,C++,32,Surigao del Sur,61446,Mid Level,Male
Technology Sales,Java,30,Ilocos Sur,46594,Mid Level,Nonbinary
Technology Sales,SQL,30,Oriental Mindoro,37561,Junior,Male
Software Development,JavaScript,29,Dinagat Islands,38543,Junior,Male
Software Development,PHP,25,Iloilo,87256,Senior,Male
Web Designer,Python,18,Davao del Sur,28452,Junior,Male
Computer Support,Java,30,Davao del Sur,25846,Junior,Male
Computer Support,JavaScript,30,Camarines Sur,26319,Junior,Female
Software Development,C++,28,Abra,46599,Mid Level,Male
Network Engineering,JavaScript,36,Negros Oriental,72490,Senior,Female
Web Development,SQL,30,Maguindanao del Norte,48608,Mid Level,Female
Computer Support,SQL,30,Negros Oriental,20565,Junior,Female
Computer Support,HTML/CSS,30,Nueva Ecija,28709,Junior,Nonbinary
Helpdesk Manager,JavaScript,48,Lanao del Sur,75205,Senior,Male
IT Analysis,JavaScript,43,Oriental Mindoro,58634,Mid Level,Nonbinary
Web Development,Python,30,Kalinga,27966,Junior,Male
IT Analysis,SQL,36,Agusan del Sur,57931,Mid Level,Female
Web Development,R,30,Aklan,38380,Junior,Male
Computer Support,Ruby,30,Leyte,29374,Junior,Female
Information Security,Java,48,Oriental Mindoro,97148,Senior,Male
Computer Support,Java,30,Zambales,20346,Junior,Male
Software Development,C++,26,Cavite,51668,Mid Level,Female
IT Analysis,C++,39,Guimaras,37659,Junior,Male
Database Administration,Python,63,Mountain Province,65436,Mid Level,Female
Helpdesk Manager,SQL,54,Southern Leyte,45984,Mid Level,Male
Network Engineering,Swift,36,Palawan,84248,Senior,Female
Database Administration,JavaScript,54,Aurora,56283,Mid Level,Male
Web Development,JavaScript,30,Aurora,33848,Junior,Female
Web Development,Swift,30,Kalinga,48505,Mid Level,Nonbinary
Network Engineering,Java,39,Ilocos Sur,42815,Mid Level,Male
Web Designer,JavaScript,18,Cagayan,24030,Junior,Female
Network Engineering,Ruby,40,Quirino,30585,Junior,Female
Database Administration,JavaScript,57,Davao del Norte,83288,Senior,Nonbinary
Software Development,Python,31,Guimaras,41313,Mid Level,Male
Information Security,Java,61,South Cotabato,128363,Executive,Male
Computer Support,Swift,30,Davao del Sur,35360,Junior,Male
Database Administration,HTML/CSS,53,Camiguin,82660,Senior,Male
IT Sales Executive,R,32,Ilocos Sur,64278,Mid Level,Male
IT Analysis,Java,42,Surigao del Sur,50425,Mid Level,Male
Software Development,JavaScript,31,Camiguin,48754,Mid Level,Male
IT Analysis,JavaScript,39,Sorsogon,44748,Mid Level,Male
Database Administration,PHP,63,La Union,53103,Mid Level,Male
Computer Support,Python,30,Davao del Norte,29386,Junior,Female
Information Security,HTML/CSS,58,Cagayan,84891,Senior,Nonbinary
Software Development,Ruby,33,Cavite,88410,Senior,Male
Web Development,JavaScript,30,La Union,39607,Junior,Male
Network Engineering,JavaScript,41,Bulacan,81612,Senior,Male
Software Development,JavaScript,34,Batangas,51379,Mid Level,Nonbinary
IT Sales Executive,Python,34,Sorsogon,43010,Mid Level,Male
IT Analysis,Ruby,42,Aurora,57888,Mid Level,Male
Technology Sales,Java,30,Nueva Vizcaya,46105,Mid Level,Male
IT Analysis,R,40,Dinagat Islands,42606,Mid Level,Female
Web Designer,R,21,Zamboanga del Norte,40978,Mid Level,Female
IT Sales Executive,Ruby,29,Zambales,34658,Junior,Female
Database Administration,Swift,52,Isabela,56908,Mid Level,Male
Cloud Engineering,JavaScript,37,Maguindanao del Norte,56589,Mid Level,Male
Database Administration,JavaScript,62,Bulacan,77941,Senior,Male
Network Engineering,Ruby,37,Benguet,61175,Mid Level,Male
Computer Support,JavaScript,30,Iloilo,33858,Junior,Male
Software Development,R,26,Pampanga,58306,Mid Level,Male
Computer Support,HTML/CSS,30,Guimaras,29541,Junior,Male
Cloud Engineering,Ruby,39,Davao Occidental,69341,Mid Level,Male
Software Development,Ruby,31,Laguna,32187,Junior,Male
Software Development,HTML/CSS,34,Misamis Occidental,77260,Senior,Nonbinary
Computer Support,SQL,30,Camarines Norte,37245,Junior,Male
Web Development,JavaScript,30,Aurora,28311,Junior,Nonbinary
Web Development,JavaScript,30,Tarlac,31614,Junior,Female
Web Development,Python,30,Camarines Sur,55077,Mid Level,Nonbinary
Computer Support,Python,30,Camarines Sur,31012,Junior,Male
IT Sales Executive,SQL,34,Guimaras,47219,Mid Level,Male
Database Administration,Java,59,Nueva Ecija,44793,Mid Level,Nonbinary
Web Development,Java,30,Maguindanao del Sur,41283,Mid Level,Female
Technology Sales,Ruby,30,Tawi-Tawi,34990,Junior,Male
Technology Sales,JavaScript,30,Surigao del Sur,33751,Junior,Male
Network Engineering,Python,35,Sorsogon,60784,Mid Level,Female
Information Security,Swift,57,Benguet,55224,Mid Level,Nonbinary
IT Sales Executive,Ruby,34,Cotabato,63900,Mid Level,Male
Information Security,Ruby,45,Misamis Occidental,112779,Executive,Female
Web Designer,Swift,18,Surigao del Sur,38263,Junior,Male
Cloud Engineering,HTML/CSS,44,Ifugao,122080,Executive,Male
IT Analysis,Swift,42,Bukidnon,53757,Mid Level,Nonbinary
IT Sales Executive,Python,30,Siquijor,48370,Mid Level,Female
Computer Support,HTML/CSS,30,Sulu,35512,Junior,Male
Software Development,Java,30,Ifugao,49990,Mid Level,Male
Technology Sales,JavaScript,30,Maguindanao del Norte,27876,Junior,Male
Helpdesk Manager,SQL,56,Isabela,65841,Mid Level,Female
Cloud Engineering,JavaScript,43,Negros Oriental,103718,Executive,Nonbinary
Software Development,Java,28,Agusan del Sur,63911,Mid Level,Female
Software Development,R,32,Davao de Oro,91781,Senior,Male
Web Development,Ruby,30,Northern Samar,36952,Junior,Male
Computer Support,Python,30,Oriental Mindoro,27132,Junior,Female
Technology Sales,HTML/CSS,30,Ilocos Norte,35296,Junior,Female
IT Analysis,JavaScript,38,Davao Oriental,46601,Mid Level,Male
Software Development,JavaScript,26,Samar,83298,Senior,Male
Web Development,C++,30,Batangas,49299,Mid Level,Female
Web Designer,Java,20,Bukidnon,41270,Mid Level,Male
Network Engineering,JavaScript,42,Guimaras,63267,Mid Level,Male
Cloud Engineering,Python,41,Ifugao,50380,Mid Level,Male
Computer Support,HTML/CSS,30,Lanao del Sur,31556,Junior,Female
Cloud Engineering,C++,38,Capiz,64007,Mid Level,Female
IT Sales Executive,Java,33,Palawan,40460,Mid Level,Female
Information Security,Python,53,Laguna,105004,Executive,Male
Network Engineering,SQL,42,Pangasinan,52861,Mid Level,Male
Software Development,JavaScript,25,Davao Occidental,57562,Mid Level,Male
IT Analysis,Python,41,Aklan,52861,Mid Level,Male
Information Security,SQL,56,Rizal,83663,Senior,Male
Technology Sales,Ruby,30,Surigao del Norte,38718,Junior,Male
Computer Support,HTML/CSS,30,Cavite,20591,Junior,Male
Web Development,JavaScript,30,Rizal,53431,Mid Level,Male
Computer Support,C++,30,Aklan,31381,Junior,Male
Computer Support,JavaScript,30,Sarangani,25600,Junior,Female
Computer Support,Java,30,Guimaras,39101,Junior,Male
